,fanfooty_player_id,afl_player_id,first_name,surname,afl_team,status,jumper_number,birth_date,height,weight,state_of_origin,recruited_from,game,goals,Full Name,SC Player ID,First Name,Last Name,Pos1,Pos2,Team,Playing Next,In 2 Rds,In 3 Rds,Owner,Waiver,Free Agent,Status,Total Pts,Matches,Rd Pts,Avg,Avg 3,Avg 5,Status Comment,Player Note,Alternative Name
391,44055,291334,David,Mirra,Hawthorn,senior,32,20/03/1991,186,90,VIC,Box Hill Hawks,11,"0""",David Mirra,434,David,Mirra,DEF,,HAW,,,,,Tue 27th 4am,,waiver,288,4,0,72,67.67,72,,,
619,47072,993917,Ben,Long,St Kilda,senior,21,21/08/1997,182,73,NT,St Marys,25,"16""",Ben Long,658,Ben,Long,FWD,,STK,,,,,Tue 27th 4am,,waiver,834,16,51,52.12,67.67,61.4,,,
383,48131,998390,Changkuoth,Jiath,Hawthorn,rookie,29,13/06/1999,185,74,VIC,Gipplsand Power,0,"0""",Changkuoth Jiath,427,Changkuoth,Jiath,DEF,,HAW,,,,,Tue 27th 4am,,waiver,135,2,0,67.5,67.5,67.5,,,
284,48019,1002331,Jacob,Dawson,Gold Coast,senior,45,3/11/1999,182,80,QLD,Palm Beach Currumbin,4,"1""",Jacob Dawson,282,Jacob,Dawson,MID,,GCS,,,,,Tue 27th 4am,,waiver,391,6,75,65.17,67.33,69.2,,,
456,46069,993940,Corey,Wagner,Melbourne,senior,40,23/03/1997,180,71,QLD,Aspley,14,"3""",Corey Wagner,497,Corey,Wagner,MID,,MEL,,,,,Tue 27th 4am,,waiver,624,11,56,56.73,67.33,59,,,
721,46002,993841,Josh,Schache,Western Bulldogs,senior,13,21/08/1997,199,96,VIC,Murray Bushrangers,49,"55""",Josh Schache,756,Josh,Schache,FWD,,WBD,,,,,Tue 27th 4am,,waiver,741,13,77,57,67.33,60,,,
756,41022,281281,Lewis,Jetta,West Coast,senior,23,4/05/1989,182,78,WA,Swan Districts,188,"114""",Lewis Jetta,790,Lewis,Jetta,DEF,,WCE,,,,,Tue 27th 4am,,waiver,1409,20,95,70.45,67.33,70.2,,,
361,41156,280722,Zac,Smith,Geelong,senior,9,22/02/1990,206,105,QLD,Biloela,112,"51""",Zac Smith,359,Zac,Smith,RUC,,GEE,,,,,Tue 27th 4am,,waiver,201,3,0,67,67,67,,,
779,47140,298474,Francis,Watson,West Coast,senior,26,29/09/1995,187,79,WA,Claremont,1,"0""",Francis Watson,813,Francis,Watson,DEF,,WCE,,,,,Tue 27th 4am,,waiver,134,2,0,67,67,67,,,
796,1517,240336,Brett,Deledio,GWS,senior,7,18/04/1987,188,86,VIC,Murray Bushrangers,272,"196""",Brett Deledio,379,Brett,Deledio,MID,,GWS,,,,,Tue 27th 4am,,waiver,1011,13,0,77.77,67,68.2,,,
10,48006,999331,Darcy,Fogarty,Adelaide,senior,32,25/09/1999,192,95,SA,Glenelg,10,"9""",Darcy Fogarty,11,Darcy,Fogarty,FWD,,ADE,,,,,Tue 27th 4am,,waiver,261,4,41,65.25,66.67,65.25,,,
41,41009,280934,Daniel,Talia,Adelaide,senior,12,2/10/1991,197,99,VIC,Calder Cannons,181,"6""",Daniel Talia,42,Daniel,Talia,DEF,,ADE,,,,,Tue 27th 4am,,waiver,1530,22,38,69.55,66.67,72.2,,,
251,45157,996580,Ethan,Hughes,Fremantle,senior,15,7/12/1994,187,88,WA,Swan Districts,46,"4""",Ethan Hughes,249,Ethan,Hughes,DEF,,FRE,,,,,Tue 27th 4am,,waiver,1408,21,47,67.05,66.67,79.4,,,
400,42135,260710,Paul,Puopolo,Hawthorn,senior,28,2/12/1987,173,78,SA,Norwood,184,"177""",Paul Puopolo,443,Paul,Puopolo,FWD,,HAW,,,,,Tue 27th 4am,,waiver,1404,22,72,63.82,66.67,64.2,,,
448,44008,296359,Christian,Salem,Melbourne,senior,3,15/07/1995,183,83,VIC,Sandringham Dragons,85,"19""",Christian Salem,489,Christian,Salem,DEF,,MEL,,,,DEVQON.1,,,owner,1809,20,64,90.45,66.67,67.8,,,
526,40004,261892,Hamish,Hartlett,Port Adelaide,senior,8,14/08/1990,183,83,SA,West Adelaide,159,"73""",Hamish Hartlett,567,Hamish,Hartlett,DEF,,PTA,,,,DEVQON.1,,,owner,881,11,91,80.09,66.67,78.6,,,
536,47005,1004998,Todd,Marshall,Port Adelaide,senior,13,8/10/1998,198,88,NSW,Murray Bushrangers,16,"15""",Todd Marshall,577,Todd,Marshall,FWD,,PTA,,,,,Tue 27th 4am,,waiver,527,10,81,52.7,66.67,59.2,,,
47,49086,1005053,Noah,Answerth,Brisbane Lions,senior,43,6/08/1999,184,80,VIC,Oakleigh Chargers,12,"1""",Noah Answerth,48,Noah,Answerth,DEF,MID,BRL,,,,,Tue 27th 4am,,waiver,1054,17,43,62,66.33,74.8,,,
134,49003,1006094,Sam,Walsh,Carlton,senior,18,2/07/2000,183,74,VIC,Geelong Falcons,17,"4""",Sam Walsh,133,Sam,Walsh,MID,,CAR,,,,Man of Steele,,,owner,1912,22,73,86.91,66.33,79.2,Walsh didn't let down those coaches that paid the extra price for him. 24 possessions and 6 marks on debut certainly paid off. His score could have been higher as only half of his touches were effective but he will only get better which is great for owners.,,
553,41040,290198,David,Astbury,Richmond,senior,12,26/02/1991,195,94,VIC,North Ballarat Rebels,121,"9""",David Astbury,593,David,Astbury,DEF,,RIC,,,,,Tue 27th 4am,,waiver,1273,19,71,67,66.33,66,,,
290,39564,240254,Jarrod,Harbrow,Gold Coast,senior,5,18/07/1988,178,73,VIC,Murray Bushrangers,240,"54""",Jarrod Harbrow,288,Jarrod,Harbrow,DEF,,GCS,,,,Casting Crouch,,,owner,1622,21,64,77.24,66,65.2,,,
321,47092,1005530,Ryan,Abbott,Geelong,senior,45,25/06/1991,200,100,VIC,Geelong VFL,5,"4""",Ryan Abbott,319,Ryan,Abbott,RUC,,GEE,,,,,Tue 27th 4am,,waiver,66,1,0,66,66,66,,,
506,47037,998126,Joe,Atley,Port Adelaide,senior,30,4/08/1998,186,85,VIC,Bendigo Pioneers,4,"0""",Joe Atley,547,Joe,Atley,MID,,PTA,,,,,Tue 27th 4am,,waiver,66,1,0,66,66,66,,,
640,46076,993821,Brandon,White,St Kilda,senior,31,13/01/1997,188,80,VIC,Dandenong Stingrays,11,"1""",Brandon White,678,Brandon,White,DEF,,STK,,,,,Tue 27th 4am,,waiver,66,1,0,66,66,66,,,
98,45139,298446,Josh,Deluca,Carlton,senior,47,11/05/1996,179,80,WA,Subiaco,5,"3""",Josh Deluca,825,Joshua,Deluca,MID,0,CAR,,,,,Tue 27th 4am,,waiver,333,6,63,55.5,65.67,60.8,,,Joshua Deluca
155,42240,291720,Will,Hoskin-Elliott,Collingwood,senior,32,2/09/1993,186,80,VIC,Western Jets,112,"114""",Will Hoskin-Elliott,154,Will,Hoskin-Elliott,FWD,,COL,,,,,Tue 27th 4am,,waiver,1196,17,45,70.35,65.67,74.4,,,
240,47065,997033,Brennan,Cox,Fremantle,senior,36,13/08/1998,193,93,SA,Woodville-West Torrens,34,"27""",Brennan Cox,238,Brennan,Cox,FWD,,FRE,,,,,Tue 27th 4am,,waiver,450,8,0,56.25,65.67,58.6,,,
244,47099,998115,Taylin,Duman,Fremantle,senior,44,18/04/1998,192,73,VIC,Oakleigh Chargers,19,"0""",Taylin Duman,242,Taylin,Duman,DEF,,FRE,,,,,Tue 27th 4am,,waiver,867,14,64,61.93,65.67,63.4,,,
279,47002,998129,Will,Brodie,Gold Coast,senior,7,23/08/1998,189,82,VIC,Murray Bushrangers,19,"3""",Will Brodie,277,Will,Brodie,MID,,GCS,,,,,Tue 27th 4am,,waiver,642,8,0,80.25,65.67,75,,,
341,47106,1000937,Jack,Henry,Geelong,senior,38,29/08/1998,191,88,VIC,Geelong Falcons,37,"8""",Jack Henry,339,Jack,Henry,DEF,,GEE,,,,,Tue 27th 4am,,waiver,1065,20,46,53.25,65.67,66.4,,,
473,42368,296735,Aaron,Hall,North Melbourne,senior,43,9/11/1990,185,84,TAS,Hobart,109,"80""",Aaron Hall,514,Aaron,Hall,MID,,NTH,,,,,Tue 27th 4am,,waiver,455,6,0,75.83,65.67,79.2,Hall was not ideal for his owners this week. He had 19 touches at just 57% efficiency. He could be one that is traded out next week if he doesn't redeem himself.,,
516,47010,1000972,Willem,Drew,Port Adelaide,senior,28,10/01/1998,188,80,VIC,North Ballarat Rebels,9,"2""",Willem Drew,557,Willem,Drew,FWD,MID,PTA,,,,,Tue 27th 4am,,waiver,723,10,87,72.3,65.67,65.6,Drew starts his Supercoach career off with a ton!  A fantastic start with 21 touches at 81% efficiency. He looked good and will hold that midfield spot for a few more weeks yet.,,
592,49039,1002583,Sydney,Stack,Richmond,senior,44,28/04/2000,179,72,WA,Perth,15,"9""",Sydney Stack,818,Sydney,Stack,MID,,RIC,,,,,Tue 27th 4am,,waiver,1362,17,0,80.12,65.67,76,,,
769,47030,997823,Josh,Rotham,West Coast,senior,35,25/02/1998,192,85,WA,West Perth,3,"0""",Josh Rotham,803,Josh,Rotham,DEF,,WCE,,,,,Tue 27th 4am,,waiver,253,4,0,63.25,65.67,63.25,,,
74,47115,1005521,Oscar,McInerney,Brisbane Lions,senior,46,10/07/1994,204,103,VIC,Casey Scorpions,30,"21""",Oscar McInerney,75,Oscar,McInerney,FWD,,BRL,,,,,Tue 27th 4am,,waiver,1289,19,72,67.84,65.33,72,,,
274,42234,294125,Nathan,Wilson,Fremantle,senior,14,7/01/1993,185,82,WA,Mandurah,114,"17""",Nathan Wilson,272,Nathan,Wilson,DEF,,FRE,,,,,Tue 27th 4am,,waiver,1233,18,0,68.5,65.33,68.6,,,
239,42035,290823,Reece,Conca,Fremantle,senior,6,12/08/1992,181,83,WA,Perth,121,"24""",Reece Conca,237,Reece,Conca,MID,,FRE,,,,,Tue 27th 4am,,waiver,1507,22,83,68.5,65,67,,,
351,47127,1007102,Mark,O'Connor,Geelong,senior,42,17/01/1997,189,82,,County Kerry (Ireland),24,"1""",Mark O'Connor,349,Mark,O'Connor,DEF,,GEE,,,,,Tue 27th 4am,,waiver,1276,20,56,63.8,65,66.6,,,
773,41026,281080,Brad,Sheppard,West Coast,senior,5,23/05/1991,187,84,WA,East Perth,171,"17""",Brad Sheppard,807,Brad,Sheppard,DEF,,WCE,,,,Salt&VinegarCripps,,,owner,1846,22,69,83.91,65,69.2,,,
792,47070,1001396,Isaac,Cumming,GWS,senior,13,11/08/1998,184,74,NSW,Broken Hill,6,"0""",Isaac Cumming,375,Isaac,Cumming,DEF,,GWS,,,,,Tue 27th 4am,,waiver,282,5,69,56.4,65,56.4,,,
795,40055,271015,Matthew,de Boer,GWS,senior,24,10/03/1990,189,86,WA,Claremont,180,"74""",Matthew de Boer,378,Matt,de Boer,FWD,0,GWS,,,,TryingAnewStratton,,,owner,1127,15,81,75.13,65,75.2,,,Matt de Boer
191,43009,294518,Joe,Daniher,Essendon,senior,6,4/03/1994,200,95,VIC,Calder Cannons,104,"188""",Joe Daniher,189,Joe,Daniher,FWD,,ESS,,,,,Tue 27th 4am,,waiver,249,4,0,62.25,64.67,62.25,,,
196,43109,297438,Martin,Gleeson,Essendon,senior,8,25/08/1994,191,84,VIC,North Ballarat Rebels,73,"5""",Martin Gleeson,194,Martin,Gleeson,DEF,,ESS,,,,,Tue 27th 4am,,waiver,642,9,57,71.33,64.67,63.6,,,
257,41171,290817,Brandon,Matera,Fremantle,senior,3,11/03/1992,173,77,WA,South Fremantle,134,"164""",Brandon Matera,255,Brandon,Matera,FWD,,FRE,,,,,Tue 27th 4am,,waiver,1263,20,57,63.15,64.67,60.6,,,
493,44123,992499,Kayne,Turner,North Melbourne,senior,28,31/12/1995,180,75,VIC,Wodonga,75,"53""",Kayne Turner,534,Kayne,Turner,FWD,,NTH,,,,,Tue 27th 4am,,waiver,1274,21,89,60.67,64.67,57,,,
726,40009,280013,Jackson,Trengove,Western Bulldogs,senior,8,2/11/1990,197,97,VIC,Calder Cannons,181,"35""",Jackson Trengove,761,Jackson,Trengove,DEF,,WBD,,,,,Tue 27th 4am,,waiver,1043,16,0,65.19,64.67,61,,,
60,47109,1004863,Mitchell,Hinge,Brisbane Lions,senior,22,28/06/1998,187,80,SA,Glenelg,2,"1""",Mitchell Hinge,61,Mitchell,Hinge,DEF,,BRL,,,,,Tue 27th 4am,,waiver,129,2,0,64.5,64.5,64.5,,,
161,48237,1010841,Jack,Madgen,Collingwood,rookie,44,25/04/1993,192,93,SA,Barossa District,5,"0""",Jack Madgen,160,Jack,Madgen,DEF,,COL,,,,,Tue 27th 4am,,waiver,217,4,77,54.25,64.33,54.25,,,
319,45005,298289,Peter,Wright,Gold Coast,senior,30,8/09/1996,203,100,VIC,Calder Cannons,64,"83""",Peter Wright,317,Peter,Wright,FWD,,GCS,,,,,Tue 27th 4am,,waiver,1156,17,0,68,64.33,68.6,,,
638,39658,270912,Jack,Steven,St Kilda,senior,3,28/03/1990,180,83,VIC,Geelong Falcons,180,"108""",Jack Steven,676,Jack,Steven,MID,,STK,,,,,,1,free_agent,518,7,66,74,64.33,71.8,,,
182,410,230232,Daniel,Wells,Collingwood,senior,3,3/02/1985,181,85,WA,Peel Thunder,258,"171""",Daniel Wells,180,Daniel,Wells,FWD,,COL,,,,,Tue 27th 4am,,waiver,64,1,0,64,64,64,,,
286,45025,991953,Corey,Ellis,Gold Coast,senior,17,9/10/1996,184,75,VIC,Western Jets,30,"7""",Corey Ellis,284,Corey,Ellis,DEF,MID,GCS,,,,,Tue 27th 4am,,waiver,257,4,0,64.25,64,64.25,,,
425,42158,290160,Michael,Hibberd,Melbourne,senior,14,3/01/1990,186,90,VIC,Frankston,137,"13""",Michael Hibberd,467,Michael,Hibberd,DEF,,MEL,,,,,Tue 27th 4am,,waiver,1222,19,79,64.32,64,70.2,,,
2,42301,293193,Luke,Brown,Adelaide,senior,16,20/01/1992,183,81,SA,Norwood,145,"13""",Luke Brown,3,Luke,Brown,DEF,,ADE,,,,,Tue 27th 4am,,waiver,1020,15,52,68,63.67,61.6,Brown won't be in the Crows side for the first month or so due to injury.,,
59,44015,296269,Darcy,Gardiner,Brisbane Lions,senior,27,22/09/1995,192,87,VIC,Geelong Falcons,99,"4""",Darcy Gardiner,60,Darcy,Gardiner,DEF,,BRL,,,,,Tue 27th 4am,,waiver,1472,22,32,66.91,63.67,65.4,,,
153,39642,270861,Levi,Greenwood,Collingwood,senior,19,19/02/1989,181,91,SA,Port Adelaide Magpies,147,"56""",Levi Greenwood,152,Levi,Greenwood,DEF,,COL,,,,,Tue 27th 4am,,waiver,1047,16,74,65.44,63.67,67,,,
368,43112,295156,Kaiden,Brand,Hawthorn,senior,30,8/04/1994,198,96,SA,West Adelaide,43,"0""",Kaiden Brand,412,Kaiden,Brand,DEF,,HAW,,,,,Tue 27th 4am,,waiver,288,5,0,57.6,63.67,57.6,,,
746,46019,993820,Tom,Cole,West Coast,senior,28,28/05/1997,186,81,VIC,Bendigo Pioneers,41,"0""",Tom Cole,780,Thomas,Cole,DEF,0,WCE,,,,,Tue 27th 4am,,waiver,803,14,0,57.36,63.67,56.2,,,Thomas Cole
539,40109,280990,Steven,Motlop,Port Adelaide,senior,6,12/03/1991,185,85,NT,Wanderers,168,"192""",Steven Motlop,580,Steven,Motlop,FWD,MID,PTA,,,,,Tue 27th 4am,,waiver,873,14,0,62.36,63.33,61.8,,,
270,46011,993816,Darcy,Tucker,Fremantle,senior,18,23/01/1997,183,83,VIC,North Ballarat,65,"27""",Darcy Tucker,268,Darcy,Tucker,MID,,FRE,,,,,Tue 27th 4am,,waiver,1614,22,68,73.36,63,68.2,Tucker had a great game with a couple of goals and 24 touches but the Dockers won't have the game on their own terms like this each week so just be careful.,,
328,49047,1006152,Jordan,Clark,Geelong,senior,6,16/10/2000,182,78,WA,Claremont,16,"8""",Jordan Clark,326,Jordan,Clark,DEF,,GEE,,,,,Tue 27th 4am,,waiver,1097,18,0,60.94,63,66,Clark was good with 14 of his 17 touches being kicks and all of them going at 82%. This is exactly what we want to see form a rookie in his first game!,,
509,40023,271078,Matthew,Broadbent,Port Adelaide,senior,5,1/08/1990,189,90,SA,Woodville-West Torrens,166,"52""",Matthew Broadbent,550,Matthew,Broadbent,DEF,,PTA,,,,,Tue 27th 4am,,waiver,692,10,57,69.2,63,66.8,,,
606,41021,290641,Jake,Carlisle,St Kilda,senior,2,1/10/1991,201,102,VIC,Calder Cannons,129,"60""",Jake Carlisle,645,Jake,Carlisle,DEF,,STK,,,,,Tue 27th 4am,,waiver,605,10,69,60.5,63,56.4,,,
614,49085,297452,Nick,Hind,St Kilda,senior,40,19/08/1994,180,70,VIC,Essendon VFL,6,"7""",Nick Hind,653,Nick,Hind,MID,,STK,,,,,Tue 27th 4am,,waiver,630,11,26,57.27,63,61.6,,,
665,48133,1008198,Tom,McCartin,Sydney,senior,30,30/12/1999,193,84,VIC,Geelong Falcons,29,"14""",Tom McCartin,703,Tom,McCartin,FWD,,SYD,,,,,Tue 27th 4am,,waiver,944,19,94,49.68,63,58.8,,,
91,41073,281124,Levi,Casboult,Carlton,senior,41,15/03/1990,201,103,VIC,Dandenong Stingrays,119,"128""",Levi Casboult,93,Levi,Casboult,FWD,,CAR,,,,Fire The Worpedo,,,owner,1486,20,22,74.3,62.67,67.8,,,
207,45011,298280,Jayden,Laverde,Essendon,senior,15,12/04/1996,191,88,VIC,Western Jets,37,"27""",Jayden Laverde,206,Jayden,Laverde,FWD,,ESS,,,,,Tue 27th 4am,,waiver,604,9,73,67.11,62.67,58,,,
340,39618,270326,Lachie,Henderson,Geelong,senior,25,14/12/1989,196,98,VIC,Geelong Falcons,165,"112""",Lachie Henderson,338,Lachie,Henderson,DEF,,GEE,,,,,Tue 27th 4am,,waiver,351,5,64,70.2,62.67,70.2,,,
381,45045,992462,Daniel,Howe,Hawthorn,senior,17,12/04/1995,191,85,VIC,Murray Bushrangers,58,"11""",Daniel Howe,425,Daniel,Howe,MID,,HAW,,,,,Tue 27th 4am,,waiver,883,12,67,73.58,62.67,76.8,,,
442,45031,296420,Alex,Neal-Bullen,Melbourne,senior,30,9/01/1996,182,82,SA,Glenelg,70,"54""",Alex Neal-Bullen,483,Alex,Neal-Bullen,FWD,,MEL,,,,,Tue 27th 4am,,waiver,860,14,63,61.43,62.67,64,,,
758,39663,261290,Chris,Masten,West Coast,senior,7,2/05/1989,180,80,WA,East Fremantle,210,"69""",Chris Masten,792,Chris,Masten,MID,,WCE,,,,,Tue 27th 4am,,waiver,899,15,67,59.93,62.67,66.8,,,
195,46006,990816,Aaron,Francis,Essendon,senior,10,10/08/1997,193,92,SA,West Adelaide,22,"5""",Aaron Francis,193,Aaron,Francis,DEF,,ESS,,,,,Tue 27th 4am,,waiver,1038,16,60,64.88,62.33,62.4,,,
221,47064,1001026,Jordan,Ridley,Essendon,senior,14,20/10/1998,192,79,VIC,Oakleigh Chargers,9,"0""",Jordan Ridley,220,Jordan,Ridley,DEF,,ESS,,,,,Tue 27th 4am,,waiver,396,6,0,66,62.33,65,Ridley had just the 14 touches but all of them were effective. He needs to get more of the ball to pay off as a selection.,,
12,39495,250417,Bryce,Gibbs,Adelaide,senior,6,15/03/1989,187,85,SA,Glenelg,261,"152""",Bryce Gibbs,13,Bryce,Gibbs,MID,,ADE,,,,,Tue 27th 4am,,waiver,829,12,45,69.08,62,67.4,,,
39,47069,997230,Tyson,Stengle,Adelaide,senior,17,19/10/1998,171,70,SA,Woodville-West Torrens,3,"5""",Tyson Stengle,40,Tyson,Stengle,FWD,,ADE,,,,,Tue 27th 4am,,waiver,124,2,0,62,62,62,,,
135,46001,993832,Jacob,Weitering,Carlton,senior,23,23/11/1997,195,96,VIC,Dandenong Stingrays,72,"10""",Jacob Weitering,134,Jacob,Weitering,DEF,,CAR,,,,,Tue 27th 4am,,waiver,1413,20,38,70.65,62,70.6,,,
190,40087,290251,Zac,Clarke,Essendon,senior,20,28/09/1990,203,92,VIC,Oakleigh Chargers,103,"46""",Zac Clarke,188,Zac,Clarke,RUC,,ESS,,,,,Tue 27th 4am,,waiver,571,9,0,63.44,62,72,,,
653,47114,291848,Robbie,Fox,Sydney,senior,42,16/04/1993,185,84,TAS,Coburg,19,"8""",Robbie Fox,691,Robbie,Fox,DEF,FWD,SYD,,,,,Tue 27th 4am,,waiver,605,11,70,55,62,54.2,,,
20,49023,1006203,Chayce,Jones,Adelaide,senior,20,14/01/2000,179,73,TAS,Launceston,6,"1""",Chayce Jones,21,Chayce,Jones,MID,,ADE,,,,,Tue 27th 4am,,waiver,400,8,86,50,61.67,52.4,,,
122,47004,994539,Sam,Petrevski-Seton,Carlton,senior,5,19/02/1998,180,74,WA,Claremont,59,"19""",Sam Petrevski-Seton,121,Sam,Petrevski-Seton,FWD,,CAR,,,,Barbeques Treloar,,,owner,1796,22,28,81.64,61.67,73.8,,,
202,39630,270588,Cale,Hooker,Essendon,senior,26,13/10/1988,197,101,WA,East Fremantle,189,"85""",Cale Hooker,200,Cale,Hooker,DEF,,ESS,,,,,Tue 27th 4am,,waiver,1372,17,0,80.71,61.33,68,,,
250,43096,296324,Jesse,Hogan,Fremantle,senior,11,12/02/1995,195,100,WA,Claremont,83,"165""",Jesse Hogan,248,Jesse,Hogan,FWD,,FRE,,,,,Tue 27th 4am,,waiver,724,12,0,60.33,61.33,53,,,
358,39515,250321,Joel,Selwood,Geelong,senior,14,26/05/1988,183,84,VIC,Bendigo,285,"155""",Joel Selwood,356,Joel,Selwood,MID,,GEE,,,,Barbeques Treloar,,,owner,1715,20,47,85.75,61.33,81.6,Selwood had a night out against the Bombers in JLT2. 38 touches 11 marks and 7 tackles is a great return particularly in a practice game.,,
667,48165,1003203,Hayden,McLean,Sydney,senior,41,20/01/1999,197,93,VIC,Sandringham Dragons,1,"0""",Hayden McLean,819,Hayden,McLean,FWD,,SYD,,,,,Tue 27th 4am,,waiver,244,4,0,61,61.33,61,,,
25,40030,270938,Tom T.,Lynch,Adelaide,senior,27,15/09/1990,191,88,VIC,Sandringham Dragons,134,"185""",Tom T. Lynch,26,Tom,Lynch,FWD,0,ADE,,,,DEVQON.1,,,owner,1355,16,86,84.69,61,71,,,Tom Lynch
42,39614,280506,Taylor,Walker,Adelaide,senior,13,25/04/1990,195,100,NSW,Broken Hill North,184,"412""",Taylor Walker,43,Taylor,Walker,FWD,,ADE,,,,,Tue 27th 4am,,waiver,1481,22,79,67.32,61,67,,,
111,47045,992276,Kym,LeBois,Carlton,senior,42,22/05/1998,175,67,SA,North Adelaide,0,"0""",Kym LeBois,26,Tom,Lynch,FWD,0,CAR,,,,DEVQON.1,,,owner,1355,16,86,84.69,61,71,,,Kym Lebois
394,48140,1006314,Dylan,Moore,Hawthorn,senior,36,4/08/1999,176,66,VIC,Eastern Ranges,7,"2""",Dylan Moore,437,Dylan,Moore,FWD,,HAW,,,,,Tue 27th 4am,,waiver,393,7,0,56.14,61,55.8,,,
396,47131,1007124,Conor,Nash,Hawthorn,senior,11,1/10/1998,197,92,,Leinster (Ireland),14,"6""",Conor Nash,439,Conor,Nash,FWD,,HAW,,,,,Tue 27th 4am,,waiver,695,14,36,49.64,61,54.6,,,
454,45149,297990,Aaron,Vandenberg,Melbourne,senior,22,3/03/1992,188,90,ACT,Ainslie,35,"22""",Aaron Vandenberg,26,Tom,Lynch,FWD,0,MEL,,,,DEVQON.1,,,owner,1355,16,86,84.69,61,71,,,Aaron vandenBerg
22,44097,297473,Jake,Kelly,Adelaide,senior,8,21/01/1995,189,90,VIC,Oakleigh Chargers,70,"1""",Jake Kelly,23,Jake,Kelly,DEF,,ADE,,,,,Tue 27th 4am,,waiver,1646,22,45,74.82,60.67,68.4,,,
54,41017,280918,Allen,Christensen,Brisbane Lions,senior,3,19/05/1991,176,73,VIC,Geelong Falcons,126,"106""",Allen Christensen,55,Allen,Christensen,FWD,,BRL,,,,,Tue 27th 4am,,waiver,745,11,0,67.73,60.67,71.4,,,
599,39544,250340,David,Armitage,St Kilda,senior,20,16/06/1988,183,86,QLD,Morningside,169,"98""",David Armitage,638,David,Armitage,FWD,MID,STK,,,,,Tue 27th 4am,,waiver,121,2,0,60.5,60.5,60.5,,,
256,47046,997933,Griffin,Logue,Fremantle,senior,2,13/04/1998,189,90,WA,Swan Districts,18,"1""",Griffin Logue,254,Griffin,Logue,DEF,,FRE,,,,,Tue 27th 4am,,waiver,626,10,72,62.6,60.33,51.6,,,
405,41001,280969,Tom,Scully,Hawthorn,senior,21,15/05/1991,181,79,VIC,Dandenong Stingrays,167,"81""",Tom Scully,448,Tom,Scully,MID,,HAW,,,,,Tue 27th 4am,,waiver,1380,21,15,65.71,60.33,58,,,
432,44025,296343,Jay,Kennedy-Harris,Melbourne,senior,24,21/03/1995,173,75,VIC,Oakleigh Chargers,35,"12""",Jay Kennedy-Harris,474,Jay,Kennedy Harris,MID,0,MEL,,,,,Tue 27th 4am,,waiver,314,5,55,62.8,60.33,62.8,,,Jay Kennedy Harris
583,44044,298174,Toby,Nankervis,Richmond,senior,25,12/08/1994,199,106,TAS,North Launceston,67,"25""",Toby Nankervis,624,Toby,Nankervis,RUC,,RIC,,,,,Tue 27th 4am,,waiver,670,9,0,74.44,60.33,58.4,Nankervis was fantastic for those that took the risk with him. 3 goals and 17 touches but do take into account that he didn't have much competition with Kreuzer not playing.,,
417,49112,1005330,Kade,Chandler,Melbourne,rookie,37,15/07/1999,173,73,SA,Norwood,,"""",Kade Chandler,460,Kade,Chandler,MID,,MEL,,,,,Tue 27th 4am,,waiver,60,1,0,60,60,60,,,
420,42269,293738,Sam,Frost,Melbourne,senior,17,28/08/1993,194,94,VIC,Sandringham Dragons,86,"8""",Sam Frost,462,Sam,Frost,DEF,,MEL,,,,,Tue 27th 4am,,waiver,1410,22,60,64.09,60,67.8,,,
562,48100,1000061,Callum,Coleman-Jones,Richmond,senior,40,13/06/1999,201,99,SA,Sturt,1,"0""",Callum Coleman-Jones,602,Callum,Coleman-Jones,RUC,FWD,RIC,,,,,Tue 27th 4am,,waiver,60,1,0,60,60,60,,,
26,39486,250362,David,Mackay,Adelaide,senior,14,25/07/1988,182,77,VIC,Oakleigh,215,"60""",David Mackay,27,David,Mackay,DEF,,ADE,,,,,Tue 27th 4am,,waiver,1197,18,44,66.5,59.67,67.6,,,
339,39517,261510,Tom,Hawkins,Geelong,senior,26,27/07/1988,198,110,VIC,Melbourne Grammar,248,"539""",Tom Hawkins,337,Tom,Hawkins,FWD,,GEE,,,,Salt&VinegarCripps,,,owner,1884,22,35,85.64,59.67,83.6,,,
508,46022,994599,Riley,Bonner,Port Adelaide,senior,26,7/03/1997,191,82,SA,West Adelaide,37,"7""",Riley Bonner,549,Riley,Bonner,DEF,,PTA,,,,,Tue 27th 4am,,waiver,1314,19,67,69.16,59.67,73,,,
709,42040,290799,Tom,Liberatore,Western Bulldogs,senior,21,16/05/1992,183,83,VIC,Calder Cannons,129,"45""",Tom Liberatore,744,Tom,Liberatore,MID,,WBD,,,,,Tue 27th 4am,,waiver,1236,15,0,82.4,59.67,58.4,Libba wasn't the high scorer people thought he might be when they picked him but it is only one game. He did have 28 touches at 60% efficiency but just 75 points was the result.  Hopefully he will lift that scoring in the coming weeks.,,
778,47055,996554,Jake,Waterman,West Coast,senior,2,12/03/1998,190,94,WA,Perth,22,"18""",Jake Waterman,812,Jake,Waterman,FWD,,WCE,,,,,Tue 27th 4am,,waiver,611,11,63,55.55,59.67,63,,,
227,43012,293884,Jake,Stringer,Essendon,senior,25,25/04/1994,192,92,VIC,Bendigo Pioneers,122,"215""",Jake Stringer,225,Jake,Stringer,FWD,,ESS,,,,,Tue 27th 4am,,waiver,1275,18,0,70.83,59.33,74.8,,,
