FanFooty player ID, AFL player id, first name (may include middle initial), surname, AFL team, AFL status (senior/rookie/long-term injured/AFL suspension/club suspension), jumper number, date of birth, height in cm, weight in kg, state of origin, recruited from, games,goals
47080,997316,Lewis,Young,Western Bulldogs,senior,2,20/12/1998,197,88,SA,Sturt,11,"0"""
42333,291947,Brendon,Ah Chee,West Coast,senior,41,21/12/1993,188,88,WA,South Fremantle,36,"20"""
48189,1004356,Brayden,Ainsworth,West Coast,senior,33,27/11/1998,183,75,WA,Subiaco,3,"1"""
46097,992111,Matthew,Allen,West Coast,senior,43,18/10/1997,193,95,SA,Glenelg,0,"0"""
48199,1004385,Oscar,Allen,West Coast,senior,12,19/03/1999,191,82,WA,West Perth,18,"14"""
44091,990290,Tom,Barrass,West Coast,senior,37,8/10/1995,194,95,WA,Claremont,58,"0"""
49122,1013948,Patrick,Bines,West Coast,rookie,47,5/02/1999,198,98,VIC,Melbourne Tigers NBL,,""""
48007,1002300,Jarrod,Brander,West Coast,senior,10,11/02/1999,195,92,VIC,Bendigo Pioneers,3,"0"""
48222,998107,Hamish,Brayshaw,West Coast,senior,22,9/02/1998,187,91,VIC,Sandringham Dragons,0,"0"""
45177,290889,Keegan,Brooksby,West Coast,rookie,40,27/04/1990,197,105,SA,South Adelaide,13,"3"""
49054,1005793,Jarrod,Cameron,West Coast,senior,39,3/05/2000,180,69,WA,Swan Districts,5,"10"""
46019,993820,Tom,Cole,West Coast,senior,28,28/05/1997,186,81,VIC,Bendigo Pioneers,41,"0"""
42036,290826,Jamie,Cripps,West Coast,senior,15,23/04/1992,183,81,WA,East Fremantle,158,"204"""
42005,290838,Jack,Darling,West Coast,senior,27,13/06/1992,191,95,WA,West Perth,189,"362"""
45020,298268,Liam,Duggan,West Coast,senior,14,11/12/1996,184,81,VIC,Western Jets,84,"9"""
49114,1011437,Harry,Edwards,West Coast,rookie,42,1/10/2000,195,80,WA,Swan Districts,,""""
49038,1005599,Luke,Foley,West Coast,senior,29,8/10/1999,187,75,WA,Subiaco,,""""
42010,290801,Andrew,Gaff,West Coast,senior,3,16/06/1992,182,84,VIC,Oakleigh Chargers,190,"68"""
42065,294266,Tom,Hickey,West Coast,senior,16,6/03/1991,201,98,QLD,Morningside  ,92,"29"""
2035,240283,Shannon,Hurn,West Coast,senior,25,4/09/1987,187,95,SA,Central District,263,"50"""
41025,281052,Mark,Hutchings,West Coast,senior,34,25/05/1991,181,87,WA,East Perth,109,"46"""
41022,281281,Lewis,Jetta,West Coast,senior,23,4/05/1989,182,78,WA,Swan Districts,188,"114"""
2022,240406,Josh J.,Kennedy,West Coast,senior,17,25/08/1987,196,103,WA,East Fremantle,236,"594"""
39663,261290,Chris,Masten,West Coast,senior,7,2/05/1989,180,80,WA,East Fremantle,210,"69"""
42193,294859,Jeremy,McGovern,West Coast,senior,20,15/04/1992,195,100,WA,Claremont,119,"36"""
42273,291929,Fraser,McInnes,West Coast,rookie,36,19/07/1993,197,96,WA,Perth,14,"7"""
46093,993827,Kurt,Mutimer,West Coast,senior,38,11/03/1997,184,81,VIC,Dandenong Stingrays,4,"1"""
40002,271045,Nic,Naitanui,West Coast,senior,9,4/05/1990,201,110,WA,Swan Districts,164,"102"""
45051,298298,Jackson,Nelson,West Coast,senior,30,15/03/1996,187,82,VIC,Geelong Falcons,48,"1"""
49072,1008282,Xavier,O'Neill,West Coast,senior,24,3/09/2000,185,80,VIC,Oakleigh Chargers,,""""
48152,1006550,Jack,Petruccelle,West Coast,senior,21,12/04/1999,185,78,VIC,Northern Knights,17,"19"""
40110,281373,Jack,Redden,West Coast,senior,8,9/12/1990,190,85,SA,Glenelg,204,"71"""
49123,1013949,Brodie,Riach,West Coast,rookie,46,1/01/2000,189,89,VIC,Altona Gators,,""""
47083,296225,Willie,Rioli,West Coast,senior,44,4/06/1995,175,82,SA,Glenelg,32,"36"""
47030,997823,Josh,Rotham,West Coast,senior,35,25/02/1998,192,85,WA,West Perth,3,"0"""
48215,1004364,Liam,Ryan,West Coast,senior,1,2/10/1996,179,71,WA,Claremont,30,"37"""
39554,261214,Will,Schofield,West Coast,senior,31,24/01/1989,196,96,VIC,Geelong Falcons,185,"22"""
44010,296296,Dom,Sheed,West Coast,senior,4,10/03/1995,185,86,WA,Subiaco,95,"45"""
41026,281080,Brad,Sheppard,West Coast,senior,5,23/05/1991,187,84,WA,East Perth,171,"17"""
40034,280078,Luke,Shuey,West Coast,senior,13,2/06/1990,183,90,VIC,Oakleigh Chargers,194,"134"""
39644,294650,Josh,Smith,West Coast,senior,45,2/01/1994,180,80,QLD,Redland,34,"7"""
41014,280959,Nathan,Vardy,West Coast,senior,19,25/06/1991,200,100,VIC,Gippsland Power,67,"41"""
47015,998414,Daniel,Venables,West Coast,senior,18,19/11/1998,185,82,VIC,Western Jets,21,"11"""
47055,996554,Jake,Waterman,West Coast,senior,2,12/03/1998,190,94,WA,Perth,22,"18"""
47140,298474,Francis,Watson,West Coast,senior,26,29/09/1995,187,79,WA,Claremont,1,"0"""
49011,1006114,Bailey J.,Williams,West Coast,senior,32,17/10/2000,198,95,VIC,Dandenong Stingrays,,""""
42317,292128,Elliot,Yeo,West Coast,senior,6,1/10/1993,190,87,WA,East Fremantle,148,"69"""
48210,1004894,Aiden,Bonar,GWS,senior,10,8/03/1999,189,86,VIC,Dandenong Stingrays,4,"5"""
49028,1008436,Kieren,Briggs,GWS,senior,32,10/06/1999,200,98,NSW,GWS Academy,,""""
49132,1014038,Callum M.,Brown,GWS,rookie,46,15/08/2000,189,91,N/A,County Derry,,""""
42284,291777,Dylan,Buckley,GWS,rookie,43,16/03/1993,179,76,VIC,Northern Knights,41,"18"""
48235,1009708,Jack,Buckley,GWS,rookie,44,0000-00-00,194,81,NSW,UNSW,0,"0"""
42244,291797,Matthew,Buntine,GWS,senior,21,19/10/1993,189,84,VIC,Dandenong Stingrays,59,"3"""
49015,1006103,Jye,Caldwell,GWS,senior,5,28/09/2000,184,78,VIC,Bendigo Pioneers,,""""
42221,293845,Jeremy,Cameron,GWS,senior,18,1/04/1993,196,94,VIC,North Ballarat,146,"381"""
42255,291969,Stephen,Coniglio,GWS,senior,3,15/12/1993,182,85,WA,Swan Districts,132,"78"""
43069,294508,Aidan,Corr,GWS,senior,35,17/05/1994,195,94,VIC,Northern Knights,77,"2"""
47070,1001396,Isaac,Cumming,GWS,senior,13,11/08/1998,184,74,NSW,Broken Hill,6,"0"""
48109,1002251,Brent,Daniels,GWS,senior,16,9/03/1999,171,70,VIC,Bendigo Pioneers,24,"12"""
40078,280804,Phil,Davis,GWS,senior,1,30/08/1990,197,96,SA,North Adelaide,156,"7"""
40055,271015,Matthew,de Boer,GWS,senior,24,10/03/1990,189,86,WA,Claremont,180,"74"""
1517,240336,Brett,Deledio,GWS,senior,7,18/04/1987,188,86,VIC,Murray Bushrangers,272,"196"""
45040,298111,Jeremy,Finlayson,GWS,senior,31,2/09/1996,196,91,NSW,Sydney Hills Eagles,31,"35"""
46072,993902,Matthew,Flynn,GWS,senior,30,13/09/1997,200,101,NSW,Narrandera,0,"0"""
48221,1004286,Zac,Giles-Langdon,GWS,senior,17,13/11/1993,175,75,WA,Claremont,24,"21"""
42243,295344,Toby,Greene,GWS,senior,4,15/09/1993,182,82,VIC,Oakleigh Chargers,137,"155"""
49009,999309,Jackson,Hately,GWS,senior,9,21/01/2000,192,80,SA,Central District,4,"0"""
42297,295265,Nick,Haynes,GWS,senior,19,18/05/1992,193,89,VIC,Dandenong Stingrays,119,"9"""
49012,1006148,Ian,Hill,GWS,senior,37,9/02/2000,176,66,WA,Perth,2,"4"""
46057,993107,Harrison,Himmelberg,GWS,senior,27,8/05/1997,194,92,NSW,Eastlake,57,"68"""
46005,993903,Jacob,Hopper,GWS,senior,2,6/02/1997,187,87,NSW,North Ballarat,60,"24"""
49090,1008083,Connor,Idun,GWS,senior,39,29/07/2000,191,91,VIC,Geelong Falcons,,""""
40145,290314,Lachlan,Keeffe,GWS,senior,25,14/04/1990,204,101,QLD,Queensland under 18s,52,"11"""
44002,296347,Josh,Kelly,GWS,senior,22,12/02/1995,184,82,VIC,Sandringham Dragons,111,"71"""
42310,291509,Adam,Kennedy,GWS,senior,40,12/07/1992,182,80,VIC,Western Jets,108,"9"""
46112,290675,Daniel,Lloyd,GWS,senior,38,18/02/1992,187,87,NSW,Killarney Vale,33,"25"""
39698,280762,Shane,Mumford,GWS,senior,41,5/07/1986,199,108,VIC,Geelong,182,"52"""
49030,1006135,Xavier,O'Halloran,GWS,senior,33,11/07/2000,186,82,VIC,Western Jets,,""""
42236,291821,Jonathon,Patton,GWS,senior,12,20/05/1993,198,101,VIC,Eastern Ranges,88,"126"""
47007,998205,Harry,Perryman,GWS,senior,36,19/12/1998,184,77,NSW,Colingullie,27,"4"""
39669,261374,Sam J.,Reid,GWS,senior,50,7/11/1989,188,85,QLD,Zillmere,81,"29"""
1557,240700,Heath,Shaw,GWS,senior,23,27/11/1985,183,86,VIC,Northern Knights,297,"38"""
42298,291792,Thomas,Sheridan,GWS,senior,11,28/10/1993,187,82,VIC,Calder Cannons,81,"31"""
48036,1002296,Nicholas,Shipley,GWS,senior,34,25/06/1999,188,93,NSW,St George,2,"0"""
39635,270340,Dawson,Simpson,GWS,senior,26,17/02/1989,210,109,VIC,Murray Bushrangers,45,"5"""
47129,998225,Zachary,Sproule,GWS,rookie,28,12/05/1998,197,91,NSW,Murray Bushrangers,0,"0"""
47130,1007238,Jake,Stein,GWS,senior,42,17/01/1994,195,94,NSW,Penrith,2,"0"""
47013,998172,Tim,Taranto,GWS,senior,14,28/01/1998,186,83,VIC,Sandringham Dragons,54,"22"""
48201,1005247,Sam,Taylor,GWS,senior,15,5/05/1999,196,87,WA,Swan Districts,24,"1"""
42292,291819,Adam,Tomlinson,GWS,senior,20,10/08/1993,194,97,VIC,Oakleigh Chargers,131,"34"""
39670,280109,Callan,Ward,GWS,senior,8,10/04/1990,187,84,VIC,Western Jets,216,"107"""
43001,294305,Lachie,Whitfield,GWS,senior,6,18/07/1994,187,81,VIC,Dandenong Stingrays,124,"56"""
43139,294685,Zac,Williams,GWS,senior,29,20/09/1994,185,84,NSW,Narrandera,92,"23"""
